,UNITID,XUGPO9_N_1617,UGPO9_N_1617,XUGPO9_T_1617,UGPO9_T_1617,XUGPO9_A_1617,UGPO9_A_1617,XGPO9_N_1617,GPO9_N_1617,XGPO9_T_1617,GPO9_T_1617,XGPO9_A_1617,GPO9_A_1617,XPO9_N_1617,PO9_N_1617,XPO9_T_1617,PO9_T_1617,XPO9_A_1617,PO9_A_1617,XUGDOD_N_1617,UGDOD_N_1617,XUGDOD_T_1617,UGDOD_T_1617,XUGDOD_A_1617,UGDOD_A_1617,XGDOD_N_1617,GDOD_N_1617,XGDOD_T_1617,GDOD_T_1617,XGDOD_A_1617,GDOD_A_1617,XDOD_N_1617,DOD_N_1617,XDOD_T_1617,DOD_T_1617,XDOD_A_1617,DOD_A   _1617,XUGPO9_N_1415,UGPO9_N_1415,XUGPO9_T_1415,UGPO9_T_1415,XUGPO9_A_1415,UGPO9_A_1415,XGPO9_N_1415,GPO9_N_1415,XGPO9_T_1415,GPO9_T_1415,XGPO9_A_1415,GPO9_A_1415,XPO9_N_1415,PO9_N_1415,XPO9_T_1415,PO9_T_1415,XPO9_A_1415,PO9_A_1415,XUGDOD_N_1415,UGDOD_N_1415,XUGDOD_T_1415,UGDOD_T_1415,XUGDOD_A_1415,UGDOD_A_1415,XGDOD_N_1415,GDOD_N_1415,XGDOD_T_1415,GDOD_T_1415,XGDOD_A_1415,GDOD_A_1415,XDOD_N_1415,DOD_N_1415,XDOD_T_1415,DOD_T_1415,XDOD_A_1415,DOD_A   _1415,XUGPO9_N_1516,UGPO9_N_1516,XUGPO9_T_1516,UGPO9_T_1516,XUGPO9_A_1516,UGPO9_A_1516,XGPO9_N_1516,GPO9_N_1516,XGPO9_T_1516,GPO9_T_1516,XGPO9_A_1516,GPO9_A_1516,XPO9_N_1516,PO9_N_1516,XPO9_T_1516,PO9_T_1516,XPO9_A_1516,PO9_A_1516,XUGDOD_N_1516,UGDOD_N_1516,XUGDOD_T_1516,UGDOD_T_1516,XUGDOD_A_1516,UGDOD_A_1516,XGDOD_N_1516,GDOD_N_1516,XGDOD_T_1516,GDOD_T_1516,XGDOD_A_1516,GDOD_A_1516,XDOD_N_1516,DOD_N_1516,XDOD_T_1516,DOD_T_1516,XDOD_A_1516,DOD_A   _1516
1667,170639,R,57.0,R,538331.0,R,9444.0,A,,A,,A,,R,57.0,R,538331.0,R,9444.0,R,5.0,R,5750.0,R,1150.0,A,,A,,A,,R,5.0,R,5750.0,R,1150.0,R,53.0,R,468787.0,R,8845.0,R,0.0,R,0.0,A,,R,53.0,R,468787.0,R,8845.0,R,25.0,R,26772.0,R,1071.0,R,0.0,R,0.0,A,,R,25.0,R,26772.0,R,1071.0,R,56.0,R,506611.0,R,9047.0,A,,A,,A,,R,56.0,R,506611.0,R,9047.0,R,14.0,R,20188.0,R,1442.0,A,,A,,A,,R,14.0,R,20188.0,R,1442.0
1668,170657,R,359.0,R,1423802.0,R,3966.0,A,,A,,A,,R,359.0,R,1423802.0,R,3966.0,R,8.0,R,9456.0,R,1182.0,A,,A,,A,,R,8.0,R,9456.0,R,1182.0,R,435.0,R,1441044.0,R,3313.0,A,,A,,A,,R,435.0,R,1441044.0,R,3313.0,R,9.0,R,14402.0,R,1600.0,A,,A,,A,,R,9.0,R,14402.0,R,1600.0,R,383.0,R,1318356.0,R,3442.0,A,,A,,A,,R,383.0,R,1318356.0,R,3442.0,R,19.0,R,26526.0,R,1396.0,A,,A,,A,,R,19.0,R,26526.0,R,1396.0
1669,170675,R,67.0,R,697848.0,R,10416.0,R,19.0,R,60182.0,R,3167.0,R,86.0,R,758030.0,R,8814.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,68.0,R,559773.0,R,8232.0,R,15.0,R,59749.0,R,3983.0,R,83.0,R,619522.0,R,7464.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,69.0,R,811129.0,R,11755.0,R,12.0,R,57157.0,R,4763.0,R,81.0,R,868286.0,R,10720.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,
1670,170736,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
1671,170790,R,418.0,R,816072.0,R,1952.0,A,,A,,A,,R,418.0,R,816072.0,R,1952.0,R,29.0,R,23692.0,R,817.0,A,,A,,A,,R,29.0,R,23692.0,R,817.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
1672,170806,R,37.0,R,386204.0,R,10438.0,R,3.0,R,17410.0,R,5803.0,R,40.0,R,403614.0,R,10090.0,R,1.0,R,3420.0,R,3420.0,R,0.0,R,0.0,A,,R,1.0,R,3420.0,R,3420.0,R,50.0,R,486438.0,R,9729.0,R,5.0,R,16302.0,R,3260.0,R,55.0,R,502740.0,R,9141.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,49.0,R,471998.0,R,9633.0,R,4.0,R,16164.0,R,4041.0,R,53.0,R,488162.0,R,9211.0,R,1.0,R,1500.0,R,1500.0,R,1.0,R,2500.0,R,2500.0,R,2.0,R,4000.0,R,2000.0
1673,170842,R,5.0,R,78252.0,R,15650.0,R,3.0,R,27622.0,R,9207.0,R,8.0,R,105874.0,R,13234.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,13.0,R,145126.0,R,11164.0,R,0.0,R,0.0,A,,R,13.0,R,145126.0,R,11164.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,5.0,R,78252.0,R,15650.0,R,2.0,R,16954.0,R,8477.0,R,7.0,R,95206.0,R,13601.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,
1674,170967,R,8.0,R,73132.0,R,9142.0,R,0.0,R,0.0,A,,R,8.0,R,73132.0,R,9142.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,3.0,R,35721.0,R,11907.0,R,0.0,R,0.0,A,,R,3.0,R,35721.0,R,11907.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,3.0,R,27357.0,R,9119.0,R,1.0,R,10815.0,R,10815.0,R,4.0,R,38172.0,R,9543.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,
1675,170976,R,145.0,R,1917256.0,R,13222.0,R,136.0,R,5472744.0,R,40241.0,R,281.0,R,7390000.0,R,26299.0,R,2.0,R,5750.0,R,2875.0,R,2.0,R,3875.0,R,1938.0,R,4.0,R,9625.0,R,2406.0,R,144.0,R,2376221.0,R,16502.0,R,138.0,R,4846096.0,R,35117.0,R,282.0,R,7222317.0,R,25611.0,R,0.0,R,0.0,A,,R,2.0,R,4250.0,R,2125.0,R,2.0,R,4250.0,R,2125.0,R,138.0,R,1850174.0,R,13407.0,R,158.0,R,5803865.0,R,36733.0,R,296.0,R,7654039.0,R,25858.0,R,2.0,R,4500.0,R,2250.0,R,3.0,R,10000.0,R,3333.0,R,5.0,R,14500.0,R,2900.0
1676,171012,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
1677,171100,R,271.0,R,3217560.0,R,11873.0,R,157.0,R,2020000.0,R,12866.0,R,428.0,R,5237560.0,R,12237.0,R,16.0,R,59000.0,R,3688.0,R,25.0,R,81950.0,R,3278.0,R,41.0,R,140950.0,R,3438.0,R,274.0,R,3071658.0,R,11210.0,R,138.0,R,1547390.0,R,11213.0,R,412.0,R,4619048.0,R,11211.0,R,15.0,R,40250.0,R,2683.0,R,15.0,R,27605.0,R,1840.0,R,30.0,R,67855.0,R,2262.0,R,285.0,R,3194178.0,R,11208.0,R,179.0,R,1927797.0,R,10770.0,R,464.0,R,5121975.0,R,11039.0,R,11.0,R,31500.0,R,2864.0,R,18.0,R,37776.0,R,2099.0,R,29.0,R,69276.0,R,2389.0
1678,171128,R,68.0,R,957252.0,R,14077.0,R,6.0,R,55867.0,R,9311.0,R,74.0,R,1013119.0,R,13691.0,R,2.0,R,5000.0,R,2500.0,R,0.0,R,0.0,A,,R,2.0,R,5000.0,R,2500.0,R,63.0,R,828668.0,R,13153.0,R,5.0,R,39213.0,R,7843.0,R,68.0,R,867881.0,R,12763.0,R,2.0,R,6000.0,R,3000.0,R,0.0,R,0.0,A,,R,2.0,R,6000.0,R,3000.0,R,84.0,R,1054593.0,R,12555.0,R,6.0,R,55995.0,R,9333.0,R,90.0,R,1110588.0,R,12340.0,R,1.0,R,3000.0,R,3000.0,R,0.0,R,0.0,A,,R,1.0,R,3000.0,R,3000.0
1679,171137,R,91.0,R,1015591.0,R,11160.0,R,27.0,R,268437.0,R,9942.0,R,118.0,R,1284028.0,R,10882.0,R,2.0,R,8478.0,R,4239.0,R,7.0,R,26900.0,R,3843.0,R,9.0,R,35378.0,R,3931.0,R,77.0,R,711771.0,R,9244.0,R,20.0,R,193688.0,R,9684.0,R,97.0,R,905459.0,R,9335.0,R,4.0,R,10000.0,R,2500.0,R,2.0,R,3000.0,R,1500.0,R,6.0,R,13000.0,R,2167.0,R,86.0,R,918532.0,R,10681.0,R,19.0,R,148859.0,R,7835.0,R,105.0,R,1067391.0,R,10166.0,R,1.0,R,3000.0,R,3000.0,R,2.0,R,4500.0,R,2250.0,R,3.0,R,7500.0,R,2500.0
1680,171146,R,161.0,R,1545648.0,R,9600.0,R,34.0,R,272814.0,R,8024.0,R,195.0,R,1818462.0,R,9325.0,R,12.0,R,32000.0,R,2667.0,R,1.0,R,3000.0,R,3000.0,R,13.0,R,35000.0,R,2692.0,R,157.0,R,1315950.0,R,8382.0,R,23.0,R,192342.0,R,8363.0,R,180.0,R,1508292.0,R,8379.0,R,4.0,R,13156.0,R,3289.0,R,2.0,R,3750.0,R,1875.0,R,6.0,R,16906.0,R,2818.0,R,158.0,R,1392241.0,R,8812.0,R,24.0,R,145010.0,R,6042.0,R,182.0,R,1537251.0,R,8446.0,R,5.0,R,13620.0,R,2724.0,R,4.0,R,5500.0,R,1375.0,R,9.0,R,19120.0,R,2124.0
1681,171155,R,100.0,R,227940.0,R,2279.0,A,,A,,A,,R,100.0,R,227940.0,R,2279.0,R,30.0,R,60146.0,R,2005.0,A,,A,,A,,R,30.0,R,60146.0,R,2005.0,R,61.0,R,202134.0,R,3314.0,A,,A,,A,,R,61.0,R,202134.0,R,3314.0,R,2.0,R,3714.0,R,1857.0,A,,A,,A,,R,2.0,R,3714.0,R,1857.0,R,101.0,R,211542.0,R,2094.0,A,,A,,A,,R,101.0,R,211542.0,R,2094.0,R,2.0,R,1352.0,R,676.0,A,,A,,A,,R,2.0,R,1352.0,R,676.0
1682,171225,R,52.0,R,107016.0,R,2058.0,A,,A,,A,,R,52.0,R,107016.0,R,2058.0,R,4.0,R,7662.0,R,1916.0,A,,A,,A,,R,4.0,R,7662.0,R,1916.0,R,41.0,R,102792.0,R,2507.0,A,,A,,A,,R,41.0,R,102792.0,R,2507.0,R,2.0,R,1750.0,R,875.0,A,,A,,A,,R,2.0,R,1750.0,R,875.0,R,40.0,R,96051.0,R,2401.0,A,,A,,A,,R,40.0,R,96051.0,R,2401.0,R,1.0,R,2354.0,R,2354.0,A,,A,,A,,R,1.0,R,2354.0,R,2354.0
1683,171234,R,38.0,R,124662.0,R,3281.0,A,,A,,A,,R,38.0,R,124662.0,R,3281.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,41.0,R,101727.0,R,2481.0,A,,A,,A,,R,41.0,R,101727.0,R,2481.0,R,2.0,R,2081.0,R,1041.0,A,,A,,A,,R,2.0,R,2081.0,R,1041.0,R,39.0,R,93883.0,R,2407.0,A,,A,,A,,R,39.0,R,93883.0,R,2407.0,R,3.0,R,3400.0,R,1133.0,A,,A,,A,,R,3.0,R,3400.0,R,1133.0
1684,171261,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
1685,171304,R,78.0,R,327242.0,R,4195.0,A,,A,,A,,R,78.0,R,327242.0,R,4195.0,R,11.0,R,34060.0,R,3096.0,A,,A,,A,,R,11.0,R,34060.0,R,3096.0,R,71.0,R,234670.0,R,3305.0,A,,A,,A,,R,71.0,R,234670.0,R,3305.0,R,2.0,R,5558.0,R,2779.0,A,,A,,A,,R,2.0,R,5558.0,R,2779.0,R,98.0,R,417027.0,R,4255.0,A,,A,,A,,R,98.0,R,417027.0,R,4255.0,R,7.0,R,21894.0,R,3128.0,A,,A,,A,,R,7.0,R,21894.0,R,3128.0
1686,171322,R,3.0,R,19718.0,R,6573.0,A,,A,,A,,R,3.0,R,19718.0,R,6573.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,28.0,R,28208.0,R,1007.0,A,,A,,A,,R,28.0,R,28208.0,R,1007.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,8.0,R,52170.0,R,6521.0,A,,A,,A,,R,8.0,R,52170.0,R,6521.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
1687,171395,R,56.0,R,174622.0,R,3118.0,A,,A,,A,,R,56.0,R,174622.0,R,3118.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,46.0,R,147945.0,R,3216.0,A,,A,,A,,R,46.0,R,147945.0,R,3216.0,R,3.0,R,5644.0,R,1881.0,A,,A,,A,,R,3.0,R,5644.0,R,1881.0,R,55.0,R,179191.0,R,3258.0,A,,A,,A,,R,55.0,R,179191.0,R,3258.0,R,1.0,R,986.0,R,986.0,A,,A,,A,,R,1.0,R,986.0,R,986.0
1688,171456,R,142.0,R,1183229.0,R,8333.0,R,11.0,R,61626.0,R,5602.0,R,153.0,R,1244855.0,R,8136.0,R,1.0,R,1000.0,R,1000.0,R,1.0,R,1500.0,R,1500.0,R,2.0,R,2500.0,R,1250.0,R,151.0,R,1155672.0,R,7653.0,R,7.0,R,32920.0,R,4703.0,R,158.0,R,1188592.0,R,7523.0,R,13.0,R,36832.0,R,2833.0,R,0.0,R,0.0,A,,R,13.0,R,36832.0,R,2833.0,R,148.0,R,1112502.0,R,7517.0,R,7.0,R,36883.0,R,5269.0,R,155.0,R,1149385.0,R,7415.0,R,3.0,R,7000.0,R,2333.0,R,0.0,R,0.0,A,,R,3.0,R,7000.0,R,2333.0
1689,171483,R,193.0,R,1205137.0,R,6244.0,A,,A,,A,,R,193.0,R,1205137.0,R,6244.0,R,4.0,R,1575.0,R,394.0,A,,A,,A,,R,4.0,R,1575.0,R,394.0,R,175.0,R,1776613.0,R,10152.0,A,,A,,A,,R,175.0,R,1776613.0,R,10152.0,R,4.0,R,3249.0,R,812.0,A,,A,,A,,R,4.0,R,3249.0,R,812.0,R,193.0,R,1394664.0,R,7226.0,A,,A,,A,,R,193.0,R,1394664.0,R,7226.0,R,5.0,R,6061.0,R,1212.0,A,,A,,A,,R,5.0,R,6061.0,R,1212.0
1690,171492,R,151.0,R,694722.0,R,4601.0,R,28.0,R,254715.0,R,9097.0,R,179.0,R,949437.0,R,5304.0,R,156.0,R,347433.0,R,2227.0,R,0.0,R,0.0,A,,R,156.0,R,347433.0,R,2227.0,R,129.0,R,685474.0,R,5314.0,R,10.0,R,66865.0,R,6687.0,R,139.0,R,752339.0,R,5413.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,160.0,R,881848.0,R,5512.0,R,30.0,R,326408.0,R,10880.0,R,190.0,R,1208256.0,R,6359.0,R,80.0,R,200255.0,R,2503.0,R,0.0,R,0.0,A,,R,80.0,R,200255.0,R,2503.0
1691,171535,R,295.0,R,582846.0,R,1976.0,A,,A,,A,,R,295.0,R,582846.0,R,1976.0,R,8.0,R,18208.0,R,2276.0,A,,A,,A,,R,8.0,R,18208.0,R,2276.0,R,263.0,R,551988.0,R,2099.0,A,,A,,A,,R,263.0,R,551988.0,R,2099.0,R,8.0,R,10390.0,R,1299.0,A,,A,,A,,R,8.0,R,10390.0,R,1299.0,R,224.0,R,472396.0,R,2109.0,A,,A,,A,,R,224.0,R,472396.0,R,2109.0,R,4.0,R,10571.0,R,2643.0,A,,A,,A,,R,4.0,R,10571.0,R,2643.0
1692,171571,R,241.0,R,2297794.0,R,9534.0,R,14.0,R,214479.0,R,15320.0,R,255.0,R,2512273.0,R,9852.0,R,11.0,R,26500.0,R,2409.0,R,2.0,R,3500.0,R,1750.0,R,13.0,R,30000.0,R,2308.0,R,200.0,R,1704152.0,R,8521.0,R,12.0,R,136345.0,R,11362.0,R,212.0,R,1840497.0,R,8682.0,R,13.0,R,39250.0,R,3019.0,R,2.0,R,4000.0,R,2000.0,R,15.0,R,43250.0,R,2883.0,R,232.0,R,2293802.0,R,9887.0,R,18.0,R,254807.0,R,14156.0,R,250.0,R,2548609.0,R,10194.0,R,11.0,R,30500.0,R,2773.0,R,3.0,R,4750.0,R,1583.0,R,14.0,R,35250.0,R,2518.0
1693,171599,R,12.0,R,189520.0,R,15793.0,R,0.0,R,0.0,A,,R,12.0,R,189520.0,R,15793.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,9.0,R,153426.0,R,17047.0,R,0.0,R,0.0,A,,R,9.0,R,153426.0,R,17047.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,9.0,R,148031.0,R,16448.0,R,0.0,R,0.0,A,,R,9.0,R,148031.0,R,16448.0,R,1.0,R,4500.0,R,4500.0,R,0.0,R,0.0,A,,R,1.0,R,4500.0,R,4500.0
1694,171775,R,1.0,R,17025.0,R,17025.0,A,,A,,A,,R,1.0,R,17025.0,R,17025.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
1695,171881,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,2854.0,R,2854.0,R,0.0,R,0.0,A,,R,1.0,R,2854.0,R,2854.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,2.0,R,5708.0,R,2854.0,A,,A,,A,,R,2.0,R,5708.0,R,2854.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
1696,171988,R,3.0,R,35463.0,R,11821.0,A,,A,,A,,R,3.0,R,35463.0,R,11821.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,6296.0,R,6296.0,A,,A,,A,,R,1.0,R,6296.0,R,6296.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,2.0,R,31480.0,R,15740.0,A,,A,,A,,R,2.0,R,31480.0,R,15740.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
1697,171997,R,1.0,R,7840.0,R,7840.0,A,,A,,A,,R,1.0,R,7840.0,R,7840.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,2.0,R,15549.0,R,7775.0,A,,A,,A,,R,2.0,R,15549.0,R,7775.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
1698,172015,R,1.0,R,14647.0,R,14647.0,A,,A,,A,,R,1.0,R,14647.0,R,14647.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,5.0,R,73823.0,R,14765.0,A,,A,,A,,R,5.0,R,73823.0,R,14765.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,4496.0,R,4496.0,A,,A,,A,,R,1.0,R,4496.0,R,4496.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
1699,172033,R,1.0,R,1332.0,R,1332.0,R,2.0,R,24704.0,R,12352.0,R,3.0,R,26036.0,R,8679.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,1.0,R,922.0,R,922.0,R,1.0,R,1258.0,R,1258.0,R,2.0,R,2180.0,R,1090.0,R,1.0,R,1734.0,R,1734.0,R,0.0,R,0.0,A,,R,1.0,R,1734.0,R,1734.0
1700,172051,R,130.0,R,811505.0,R,6242.0,R,0.0,R,0.0,A,,R,130.0,R,811505.0,R,6242.0,R,6.0,R,23250.0,R,3875.0,R,0.0,R,0.0,A,,R,6.0,R,23250.0,R,3875.0,R,130.0,R,794198.0,R,6109.0,R,0.0,R,0.0,A,,R,130.0,R,794198.0,R,6109.0,R,4.0,R,16000.0,R,4000.0,R,0.0,R,0.0,A,,R,4.0,R,16000.0,R,4000.0,R,140.0,R,870000.0,R,6214.0,R,0.0,R,0.0,A,,R,140.0,R,870000.0,R,6214.0,R,5.0,R,21700.0,R,4340.0,R,0.0,R,0.0,A,,R,5.0,R,21700.0,R,4340.0
1701,172200,R,217.0,R,686401.0,R,3163.0,A,,A,,A,,R,217.0,R,686401.0,R,3163.0,R,2.0,R,880.0,R,440.0,A,,A,,A,,R,2.0,R,880.0,R,440.0,R,271.0,R,778053.0,R,2871.0,A,,A,,A,,R,271.0,R,778053.0,R,2871.0,R,10.0,R,13192.0,R,1319.0,A,,A,,A,,R,10.0,R,13192.0,R,1319.0,R,255.0,R,757382.0,R,2970.0,A,,A,,A,,R,255.0,R,757382.0,R,2970.0,R,12.0,R,12118.0,R,1010.0,A,,A,,A,,R,12.0,R,12118.0,R,1010.0
1702,172264,R,72.0,R,533660.0,R,7412.0,R,5.0,R,40081.0,R,8016.0,R,77.0,R,573741.0,R,7451.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,62.0,R,536987.0,R,8661.0,R,16.0,R,121361.0,R,7585.0,R,78.0,R,658348.0,R,8440.0,R,0.0,R,0.0,A,,R,2.0,R,2250.0,R,1125.0,R,2.0,R,2250.0,R,1125.0,R,32.0,R,317695.0,R,9928.0,R,3.0,R,24881.0,R,8294.0,R,35.0,R,342576.0,R,9788.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,
1703,172291,R,71.0,R,214007.0,R,3014.0,A,,A,,A,,R,71.0,R,214007.0,R,3014.0,R,4.0,R,4324.0,R,1081.0,A,,A,,A,,R,4.0,R,4324.0,R,1081.0,R,78.0,R,197562.0,R,2533.0,A,,A,,A,,R,78.0,R,197562.0,R,2533.0,R,1.0,R,3005.0,R,3005.0,A,,A,,A,,R,1.0,R,3005.0,R,3005.0,R,73.0,R,212389.0,R,2909.0,A,,A,,A,,R,73.0,R,212389.0,R,2909.0,R,1.0,R,2038.0,R,2038.0,A,,A,,A,,R,1.0,R,2038.0,R,2038.0
1704,172307,R,25.0,R,75770.0,R,3031.0,A,,A,,A,,R,25.0,R,75770.0,R,3031.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,38.0,R,124935.0,R,3288.0,A,,A,,A,,R,38.0,R,124935.0,R,3288.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,35.0,R,111556.0,R,3187.0,A,,A,,A,,R,35.0,R,111556.0,R,3187.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
1705,172325,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
1706,172334,R,36.0,R,386872.0,R,10746.0,R,23.0,R,185701.0,R,8074.0,R,59.0,R,572573.0,R,9705.0,R,1.0,R,4500.0,R,4500.0,R,2.0,R,9000.0,R,4500.0,R,3.0,R,13500.0,R,4500.0,R,29.0,R,264669.0,R,9127.0,R,11.0,R,53027.0,R,4821.0,R,40.0,R,317696.0,R,7942.0,R,4.0,R,13762.0,R,3441.0,R,4.0,R,12935.0,R,3234.0,R,8.0,R,26697.0,R,3337.0,R,39.0,R,375057.0,R,9617.0,R,8.0,R,31533.0,R,3942.0,R,47.0,R,406590.0,R,8651.0,R,5.0,R,20817.0,R,4163.0,R,3.0,R,7379.0,R,2460.0,R,8.0,R,28196.0,R,3525.0
1707,172422,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
1708,172440,R,20.0,R,416987.0,R,20849.0,A,,A,,A,,R,20.0,R,416987.0,R,20849.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,22.0,R,333228.0,R,15147.0,A,,A,,A,,R,22.0,R,333228.0,R,15147.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,20.0,R,324640.0,R,16232.0,A,,A,,A,,R,20.0,R,324640.0,R,16232.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
